,d,error_A_m,error_A_m_1,error_V_m,error_V_m_1,m,m_1,m_x,max_dist_A_m,max_dist_A_m_1,max_dist_V_m,max_dist_V_m_1,min_dist_A_m,min_dist_A_m_1,min_dist_V_m,min_dist_V_m_1
88,40,0.01954081372976732,0.01883945202456498,1.2663856844530226,1.2668807599860337,40,20,8000,0.9971103589008872,0.9507102861769378,0.9193553919655927,0.9193553919655927,0.01948074347083902,0.01874649032894094,0.8191494309202058,0.8191494309202058
89,42,0.021373391363737778,0.01941163516215533,1.337674658050359,1.3403414465475683,40,20,8000,0.9987128311803387,0.5270133560740949,0.9241316778699631,0.9241316778699631,0.02136650102942233,0.0185077146596263,0.8333494070424166,0.8333494070424166
90,44,0.02597939904091189,0.025147420009188477,1.3343474927511227,1.334650696147316,40,20,8000,0.9982678452616802,0.808029777066248,0.9761555853087631,0.9761555853087631,0.02596374386918771,0.025118133283023373,0.8431946226658018,0.8431946226658018
91,46,0.022081279046331843,0.021315677434112057,1.2903334107336872,1.290513288817509,40,20,8000,0.9963481770185757,0.45048219739297773,0.9528141413295173,0.9528141413295173,0.022065062506144827,0.021283825872241334,0.8382080882732944,0.8382080882732944
92,48,0.03239452824931485,0.0696668317526191,1.2589565876709914,1.2619773375510082,40,20,8000,0.9907584303016113,0.4348168548815399,0.9356706437457043,0.9356706437457043,0.026352592389958292,0.025053854439035562,0.7976266037980987,0.7976266037980987
93,50,0.02511880083356149,0.20376218036800167,1.306236176326455,1.3117422061908823,40,20,8000,0.9562653461602003,0.5870495424122333,0.9239030328146144,0.9239030328146144,0.018716722677142278,0.01838146803573583,0.7668782185277464,0.7668782185277464
94,52,0.022951108543293477,0.11387961768289633,1.3188204951282956,1.2987350150057526,40,20,8000,0.9991488537918201,0.544878368893759,0.9525071543700022,0.9525071543700022,0.022940247771085373,0.022144452188220313,0.8662099848544157,0.8662099848544157
95,54,0.029383721075482018,0.027861878576397395,1.2660254585126476,1.26561076755986,40,20,8000,0.995380101620327,0.6846107328678072,0.9382617292372503,0.9382617292372503,0.022062560850809876,0.02085556656149855,0.8005424062493188,0.8005424062493188
96,56,0.041122008864354194,0.04676662642147756,1.3106979690015967,1.3098168419870215,40,20,8000,0.9995559576990365,0.5657041741734858,0.9437800723603856,0.9437800723603856,0.025086929576756217,0.02282533593013719,0.8304143958336987,0.8304143958336987
97,58,0.019638733807995152,0.01845052841812552,1.3059970847340394,1.3064644511740473,40,20,8000,0.9954653580829226,0.4930217799138808,0.8968966386376854,0.8968966386376854,0.0196200374066381,0.018426852399518988,0.7441166335497945,0.7441166335497945
98,60,0.029081971641972355,0.07067158210139157,1.335171459645701,1.3331581393725762,40,20,8000,0.994194542332564,0.5248447003447234,0.9391033272939916,0.9391033272939916,0.023666429016743384,0.01993782937980846,0.7914083397932629,0.7914083397932629
